-9 -7 -9 tile.dirt.name
-9 -7 -8 tile.dirt.name
-9 -7 -7 tile.dirt.name
-9 -7 -6 tile.dirt.name
-9 -7 -5 stone
-9 -7 -4 stone
-9 -7 -3 tile.dirt.name
-9 -7 -2 stone
-9 -7 -1 stone
-9 -7 0 stone
-9 -7 1 water
-9 -7 2 water
-9 -7 3 stone
-9 -7 4 stone
-9 -7 5 stone
-9 -7 6 sandstone
-9 -7 7 sandstone
-9 -7 8 sandstone
-9 -7 9 sandstone
-9 -6 -9 tile.dirt.name
-9 -6 -8 tile.dirt.name
-9 -6 -7 tile.dirt.name
-9 -6 -6 tile.dirt.name
-9 -6 -5 grass block
-9 -6 -4 grass block
-9 -6 -3 water
-9 -6 -2 water
-9 -6 -1 water
-9 -6 0 water
-9 -6 1 water
-9 -6 2 water
-9 -6 3 water
-9 -6 4 water
-9 -6 5 tile.dirt.name
-9 -6 6 sandstone
-9 -6 7 sandstone
-9 -6 8 sandstone
-9 -6 9 sandstone
-9 -5 -9 tile.dirt.name
-9 -5 -8 tile.dirt.name
-9 -5 -7 tile.dirt.name
-9 -5 -6 grass block
-9 -5 -5 air
-9 -5 -4 air
-9 -5 -3 air
-9 -5 -2 air
-9 -5 -1 air
-9 -5 0 air
-9 -5 1 air
-9 -5 2 air
-9 -5 3 air
-9 -5 4 water
-9 -5 5 water
-9 -5 6 water
-9 -5 7 tile.sand.name
-9 -5 8 sandstone
-9 -5 9 sandstone
-9 -4 -9 tile.dirt.name
-9 -4 -8 tile.dirt.name
-9 -4 -7 grass block
-9 -4 -6 air
-9 -4 -5 air
-9 -4 -4 air
-9 -4 -3 air
-9 -4 -2 air
-9 -4 -1 air
-9 -4 0 air
-9 -4 1 air
-9 -4 2 air
-9 -4 3 air
-9 -4 4 air
-9 -4 5 air
-9 -4 6 air
-9 -4 7 tile.sand.name
-9 -4 8 tile.sand.name
-9 -4 9 sandstone
-9 -3 -9 grass block
-9 -3 -8 grass block
-9 -3 -7 air
-9 -3 -6 air
-9 -3 -5 air
-9 -3 -4 air
-9 -3 -3 air
-9 -3 -2 air
-9 -3 -1 air
-9 -3 0 air
-9 -3 1 air
-9 -3 2 air
-9 -3 3 air
-9 -3 4 air
-9 -3 5 air
-9 -3 6 air
-9 -3 7 tile.sand.name
-9 -3 8 tile.sand.name
-9 -3 9 tile.sand.name
-9 -2 -9 grass
-9 -2 -8 grass
-9 -2 -7 air
-9 -2 -6 air
-9 -2 -5 air
-9 -2 -4 air
-9 -2 -3 air
-9 -2 -2 air
-9 -2 -1 air
-9 -2 0 air
-9 -2 1 air
-9 -2 2 air
-9 -2 3 air
-9 -2 4 air
-9 -2 5 air
-9 -2 6 air
-9 -2 7 air
-9 -2 8 air
-9 -2 9 air
-9 -1 -9 air
-9 -1 -8 air
-9 -1 -7 air
-9 -1 -6 air
-9 -1 -5 air
-9 -1 -4 air
-9 -1 -3 air
-9 -1 -2 air
-9 -1 -1 air
-9 -1 0 air
-9 -1 1 air
-9 -1 2 air
-9 -1 3 air
-9 -1 4 air
-9 -1 5 air
-9 -1 6 air
-9 -1 7 air
-9 -1 8 air
-9 -1 9 air
-9 0 -9 air
-9 0 -8 air
-9 0 -7 air
-9 0 -6 air
-9 0 -5 air
-9 0 -4 air
-9 0 -3 air
-9 0 -2 air
-9 0 -1 air
-9 0 0 air
-9 0 1 air
-9 0 2 air
-9 0 3 air
-9 0 4 air
-9 0 5 air
-9 0 6 air
-9 0 7 air
-9 0 8 air
-9 0 9 air
-9 1 -9 air
-9 1 -8 air
-9 1 -7 air
-9 1 -6 air
-9 1 -5 air
-9 1 -4 air
-9 1 -3 air
-9 1 -2 air
-9 1 -1 air
-9 1 0 air
-9 1 1 air
-9 1 2 air
-9 1 3 air
-9 1 4 air
-9 1 5 air
-9 1 6 air
-9 1 7 air
-9 1 8 air
-9 1 9 air
-9 2 -9 air
-9 2 -8 air
-9 2 -7 air
-9 2 -6 air
-9 2 -5 air
-9 2 -4 air
-9 2 -3 air
-9 2 -2 air
-9 2 -1 air
-9 2 0 air
-9 2 1 air
-9 2 2 air
-9 2 3 air
-9 2 4 air
-9 2 5 air
-9 2 6 air
-9 2 7 air
-9 2 8 air
-9 2 9 air
-9 3 -9 air
-9 3 -8 air
-9 3 -7 air
-9 3 -6 air
-9 3 -5 air
-9 3 -4 air
-9 3 -3 air
-9 3 -2 air
-9 3 -1 air
-9 3 0 air
-9 3 1 air
-9 3 2 air
-9 3 3 air
-9 3 4 air
-9 3 5 air
-9 3 6 air
-9 3 7 air
-9 3 8 air
-9 3 9 air
-9 4 -9 air
-9 4 -8 air
-9 4 -7 air
-9 4 -6 air
-9 4 -5 air
-9 4 -4 air
-9 4 -3 air
-9 4 -2 air
-9 4 -1 air
-9 4 0 air
-9 4 1 air
-9 4 2 air
-9 4 3 air
-9 4 4 air
-9 4 5 air
-9 4 6 air
-9 4 7 air
-9 4 8 air
-9 4 9 air
-9 5 -9 air
-9 5 -8 air
-9 5 -7 air
-9 5 -6 air
-9 5 -5 air
-9 5 -4 air
-9 5 -3 air
-9 5 -2 air
-9 5 -1 air
-9 5 0 air
-9 5 1 air
-9 5 2 air
-9 5 3 air
-9 5 4 air
-9 5 5 air
-9 5 6 air
-9 5 7 air
-9 5 8 air
-9 5 9 air
-9 6 -9 air
-9 6 -8 air
-9 6 -7 air
-9 6 -6 air
-9 6 -5 air
-9 6 -4 air
-9 6 -3 air
-9 6 -2 air
-9 6 -1 air
-9 6 0 air
-9 6 1 air
-9 6 2 air
-9 6 3 air
-9 6 4 air
-9 6 5 air
-9 6 6 air
-9 6 7 air
-9 6 8 air
-9 6 9 air
-9 7 -9 air
-9 7 -8 air
-9 7 -7 air
-9 7 -6 air
-9 7 -5 air
-9 7 -4 air
-9 7 -3 air
-9 7 -2 air
-9 7 -1 air
-9 7 0 air
-9 7 1 air
-9 7 2 air
-9 7 3 air
-9 7 4 air
-9 7 5 air
-9 7 6 air
-9 7 7 air
-9 7 8 air
-9 7 9 air
-8 -7 -9 stone
-8 -7 -8 tile.dirt.name
-8 -7 -7 stone
-8 -7 -6 stone
-8 -7 -5 stone
-8 -7 -4 stone
-8 -7 -3 stone
-8 -7 -2 tile.dirt.name
-8 -7 -1 stone
-8 -7 0 stone
-8 -7 1 stone
-8 -7 2 stone
-8 -7 3 stone
-8 -7 4 stone
-8 -7 5 stone
-8 -7 6 stone
-8 -7 7 sandstone
-8 -7 8 sandstone
-8 -7 9 sandstone
-8 -6 -9 tile.dirt.name
-8 -6 -8 tile.dirt.name
-8 -6 -7 grass block
-8 -6 -6 grass block
-8 -6 -5 grass block
-8 -6 -4 grass block
-8 -6 -3 water
-8 -6 -2 water
-8 -6 -1 water
-8 -6 0 water
-8 -6 1 water
-8 -6 2 water
-8 -6 3 water
-8 -6 4 stone
-8 -6 5 stone
-8 -6 6 stone
-8 -6 7 sandstone
-8 -6 8 sandstone
-8 -6 9 sandstone
-8 -5 -9 grass block
-8 -5 -8 grass block
-8 -5 -7 air
-8 -5 -6 water
-8 -5 -5 water
-8 -5 -4 water
-8 -5 -3 water
-8 -5 -2 water
-8 -5 -1 water
-8 -5 0 water
-8 -5 1 air
-8 -5 2 air
-8 -5 3 water
-8 -5 4 water
-8 -5 5 water
-8 -5 6 water
-8 -5 7 air
-8 -5 8 air
-8 -5 9 air
-8 -4 -9 air
-8 -4 -8 air
-8 -4 -7 air
-8 -4 -6 water
-8 -4 -5 air
-8 -4 -4 air
-8 -4 -3 air
-8 -4 -2 air
-8 -4 -1 air
-8 -4 0 air
-8 -4 1 air
-8 -4 2 air
-8 -4 3 air
-8 -4 4 air
-8 -4 5 air
-8 -4 6 air
-8 -4 7 air
-8 -4 8 air
-8 -4 9 air
-8 -3 -9 air
-8 -3 -8 air
-8 -3 -7 air
-8 -3 -6 water
-8 -3 -5 air
-8 -3 -4 air
-8 -3 -3 air
-8 -3 -2 air
-8 -3 -1 air
-8 -3 0 air
-8 -3 1 air
-8 -3 2 air
-8 -3 3 air
-8 -3 4 air
-8 -3 5 air
-8 -3 6 air
-8 -3 7 air
-8 -3 8 grass block
-8 -3 9 grass block
-8 -2 -9 air
-8 -2 -8 air
-8 -2 -7 air
-8 -2 -6 air
-8 -2 -5 air
-8 -2 -4 air
-8 -2 -3 air
-8 -2 -2 air
-8 -2 -1 air
-8 -2 0 air
-8 -2 1 air
-8 -2 2 air
-8 -2 3 air
-8 -2 4 air
-8 -2 5 air
-8 -2 6 air
-8 -2 7 air
-8 -2 8 air
-8 -2 9 air
-8 -1 -9 air
-8 -1 -8 air
-8 -1 -7 air
-8 -1 -6 air
-8 -1 -5 air
-8 -1 -4 air
-8 -1 -3 air
-8 -1 -2 air
-8 -1 -1 air
-8 -1 0 air
-8 -1 1 air
-8 -1 2 air
-8 -1 3 air
-8 -1 4 air
-8 -1 5 air
-8 -1 6 air
-8 -1 7 air
-8 -1 8 air
-8 -1 9 air
-8 0 -9 air
-8 0 -8 air
-8 0 -7 air
-8 0 -6 air
-8 0 -5 air
-8 0 -4 air
-8 0 -3 air
-8 0 -2 air
-8 0 -1 air
-8 0 0 air
-8 0 1 air
-8 0 2 air
-8 0 3 air
-8 0 4 air
-8 0 5 air
-8 0 6 air
-8 0 7 air
-8 0 8 air
-8 0 9 air
-8 1 -9 air
-8 1 -8 air
-8 1 -7 air
-8 1 -6 air
-8 1 -5 air
-8 1 -4 air
-8 1 -3 air
-8 1 -2 air
-8 1 -1 air
-8 1 0 air
-8 1 1 air
-8 1 2 air
-8 1 3 air
-8 1 4 air
-8 1 5 air
-8 1 6 air
-8 1 7 air
-8 1 8 air
-8 1 9 air
-8 2 -9 air
-8 2 -8 air
-8 2 -7 air
-8 2 -6 air
-8 2 -5 air
-8 2 -4 air
-8 2 -3 air
